filename,num_distractors,size,colourbin,selected_x,selected_y,actual_center_x,actual_center_y,error_x,error_y,euclidean_error,selected_response
image_0.png,40,30,0,200.0,370.0,288.6490334118587,106.37531034587576,-88.64903341185868,263.62468965412427,278.13059544050554,"(200, 370)"
image_1.png,13,30,0,197.0,296.0,91.22021362417524,249.26533091082425,105.77978637582476,46.73466908917575,115.6438173902517,"(197, 296)"
image_2.png,2,30,0,377.0,150.0,98.13317433925884,316.1872842540729,278.86682566074114,-166.1872842540729,324.6304358833938,"(377, 150)"
image_3.png,17,30,0,192.0,280.0,203.4518829187897,265.8831494382168,-11.451882918789693,14.116850561783224,18.177763673493683,"(192, 280)"
image_4.png,29,30,0,197.0,223.0,247.62389473074091,87.85773188347332,-50.623894730740915,135.14226811652668,144.31289391245787,"(197, 223). 

The sphere lit from above is located at the centre of the image. The origin is located at the top left corner"
image_5.png,23,30,0,194.0,195.0,254.14837423884748,21.14333911086808,-60.14837423884748,173.85666088913192,183.9672945365427,"(194, 195)"
image_6.png,9,30,0,294.0,297.0,77.39366364400595,129.39353522942332,216.60633635599405,167.60646477057668,273.8799590741473,"(294, 297)"
image_7.png,11,30,0,197.0,196.0,176.46979025726012,315.32789464640143,20.530209742739885,-119.32789464640143,121.08111311358007,"(197, 196)"
image_8.png,14,30,0,275.0,305.0,351.54526540368965,185.8513771636135,-76.54526540368965,119.1486228363865,141.6176965620073,"(275, 305)"
image_9.png,16,30,0,375.0,310.0,270.7225876813857,254.99005149659305,104.27741231861432,55.009948503406946,117.89772327833046,"(375, 310)"
image_10.png,43,30,0,223.0,283.0,373.8122337758484,350.6964220147668,-150.81223377584843,-67.69642201476682,165.30921151001405,"(223, 283)"
image_11.png,23,30,0,195.0,225.0,120.32194335149136,166.51836878976655,74.67805664850864,58.481631210233445,94.85206025072738,"(195, 225)"
image_12.png,26,30,0,210.0,120.0,245.0714785811357,39.55022442106042,-35.07147858113569,80.44977557893958,87.76203621480533,"(210, 120)"
image_13.png,13,30,0,375.0,325.0,121.30671411522398,352.8477598018705,253.693285884776,-27.847759801870495,255.21712526591423,"(375, 325)"
image_14.png,7,30,0,357.0,197.0,128.1137072103407,75.94187415701518,228.8862927896593,121.05812584298482,258.9285709604284,"(357, 197)"
image_15.png,49,30,0,200.0,200.0,255.46470173721517,297.9739533362862,-55.464701737215165,-97.97395333628617,112.58431805157865,"(200, 200)."
image_16.png,21,30,0,250.0,350.0,241.78854073906712,235.0883789702506,8.211459260932884,114.9116210297494,115.20463840869735,"(250, 350)"
image_17.png,1,30,0,200.0,375.0,185.9153557797655,276.4707078109753,14.084644220234509,98.52929218902472,99.53089280259064,"(200, 375)"
image_18.png,26,30,0,193.0,316.0,67.57873802955692,127.6395798014236,125.42126197044308,188.3604201985764,226.29657719824834,"(193, 316)"
image_19.png,7,30,0,372.0,184.0,103.459202319572,314.02789708006355,268.540797680428,-130.02789708006355,298.3645656540068,"(372, 184)"
image_20.png,15,30,0,240.0,300.0,134.70949316064133,107.35258958832028,105.29050683935867,192.64741041167972,219.54296975493247,"(240, 300)"
image_21.png,21,30,0,357.0,283.0,379.1528517733878,171.48921369544698,-22.152851773387795,111.51078630455302,113.6899481218695,"(357, 283)"
image_22.png,38,30,0,275.0,275.0,260.951205441367,258.0052163289603,14.048794558633006,16.994783671039727,22.04974604334741,"(275, 275)"
image_23.png,14,30,0,220.0,300.0,377.13792132319793,159.0510654316343,-157.13792132319793,140.9489345683657,211.08985876572322,"(220, 300)"
