filename,num_distractors,size,colourbin,selected_x,selected_y,actual_center_x,actual_center_y,error_x,error_y,euclidean_error,selected_response
image_0.png,40,30,0,310.0,220.0,288.6490334118587,106.37531034587576,21.35096658814132,113.62468965412424,115.61329453503163,"(310, 220) 

The sphere lit from above is located near the middle right of the image. It is the only sphere with shading that"
image_1.png,13,30,0,215.0,365.0,91.22021362417524,249.26533091082425,123.77978637582476,115.73466908917575,169.4578093344353,"(215, 365) 

The sphere lit from above is located in the lower half of the image. It appears to be positioned slightly to the"
image_2.png,2,30,0,25.0,25.0,98.13317433925884,316.1872842540729,-73.13317433925884,-291.1872842540729,300.23073743405865,"(25, 25) 

The sphere lit from above is located in the top left corner of the image. Given its position and size, the"
image_3.png,17,30,0,220.0,350.0,203.4518829187897,265.8831494382168,16.548117081210307,84.11685056178322,85.72913581371746,"(220, 350) The sphere lit from above is located in the middle of the image, slightly below the center. It is positioned near the"
image_4.png,29,30,0,360.0,140.0,247.62389473074091,87.85773188347332,112.37610526925909,52.14226811652668,123.88383736316597,"(360, 140) 

The sphere lit from above is located in the top-right quadrant of the image. The sphere appears to be centered at"
image_5.png,23,30,0,233.0,23.0,254.14837423884748,21.14333911086808,-21.14837423884748,1.8566608891319198,21.229717911540416,"(233, 23) The sphere lit from above appears to be the topmost sphere in the image. The x-coordinate of 233 is estimated"
image_6.png,9,30,0,142.0,96.0,77.39366364400595,129.39353522942332,64.60633635599405,-33.39353522942332,72.72624624207256,"(142, 96) The sphere lit from above is positioned slightly above and to the left of the center of the image. It is the second"
image_7.png,11,30,0,343.0,54.0,176.46979025726012,315.32789464640143,166.53020974273988,-261.32789464640143,309.8783297961986,"(343, 54) The sphere lit from above is located in the top right quadrant of the image. It appears to be positioned slightly to the"
image_8.png,14,30,0,337.0,413.0,351.54526540368965,185.8513771636135,-14.545265403689655,227.1486228363865,227.61384316893106,"(337, 413) 

The sphere lit from above is located in the right half of the image, roughly a quarter of the way down from"
image_9.png,16,30,0,320.0,100.0,270.7225876813857,254.99005149659305,49.277412318614324,-154.99005149659305,162.63511130052848,"(320, 100) 

The sphere lit from above is located near the top-right corner of the image. It appears to be the third sphere"
image_10.png,43,30,0,372.0,83.0,373.8122337758484,350.6964220147668,-1.8122337758484264,-267.6964220147668,267.70255611548885,"(372, 83)

The sphere lit from above is located in the top right corner of the image. The sphere appears to be the 4"
image_11.png,23,30,0,198.0,244.0,120.32194335149136,166.51836878976655,77.67805664850864,77.48163121023345,109.71455536840834,"(198, 244) 

The sphere lit from above is located in the middle left of the image. It is the only sphere with this lighting"
image_12.png,26,30,0,230.0,70.0,245.0714785811357,39.55022442106042,-15.071478581135693,30.44977557893958,33.975554438881744,"(230, 70) 

The sphere lit from above appears to be the second sphere from the top and the third sphere from the left. However"
image_13.png,13,30,0,220.0,120.0,121.30671411522398,352.8477598018705,98.69328588477602,-232.8477598018705,252.9000670689585,"(220, 120) The sphere lit from above is located in the middle row of the image, slightly to the left of center."
image_14.png,7,30,0,210.0,190.0,128.1137072103407,75.94187415701518,81.88629278965931,114.05812584298482,140.40876403432932,"(210, 190) The sphere lit from above is located near the middle of the image and slightly to the right of the centre."
image_15.png,49,30,0,344.0,720.0,255.46470173721517,297.9739533362862,88.53529826278483,422.0260466637138,431.2128048899794,"(344, 720) 

The sphere lit from above is located near the bottom right of the image. The sphere appears to be in the "
image_16.png,21,30,0,240.0,360.0,241.78854073906712,235.0883789702506,-1.7885407390671162,124.9116210297494,124.92442493866055,"(240, 360) 

The sphere lit from above is located near the middle of the image, slightly below the center and to the right."
image_17.png,1,30,0,198.0,328.0,185.9153557797655,276.4707078109753,12.084644220234509,51.529292189024716,52.92737079651256,"(198, 328)

The spheres in the image are relatively small, making it challenging to determine their exact lighting direction. However, based on the"
