filename,num_distractors,size,colourbin,selected_x,selected_y,actual_center_x,actual_center_y,error_x,error_y,euclidean_error,selected_response
image_0.png,7,30,0,245.0,100.0,117.43575984146676,98.41834090061796,127.56424015853324,1.581659099382037,127.57404521582986,"(245, 100)"
image_1.png,6,30,0,375.0,225.0,51.99491029788129,327.5304324495177,323.0050897021187,-102.53043244951772,338.8875588624623,"(375, 225)"
image_2.png,29,30,0,180.0,270.0,150.39340968202092,152.35641493189593,29.606590317979084,117.64358506810407,121.31184318908394,"(180, 270). 

The image shows a set of green circles on a white background. The largest circle is located in the center of the"
image_3.png,4,30,0,280.0,190.0,331.9861918931249,42.50464740913581,-51.9861918931249,147.49535259086417,156.38875657620704,"(280, 190)"
image_4.png,26,30,0,275.0,170.0,284.0708367517652,263.62478885664166,-9.070836751765228,-93.62478885664166,94.06317647107133,"(275, 170)"
image_5.png,18,30,0,260.0,230.0,279.8636726799388,91.22021362417524,-19.863672679938816,138.77978637582476,140.19413182746024,"(260, 230)"
image_6.png,42,30,0,195.0,285.0,136.9721360895583,333.71752972511507,58.02786391044171,-48.71752972511507,75.76694986949266,"(195, 285)"
image_7.png,2,30,0,225.0,175.0,365.0075059067679,89.66537042704958,-140.0075059067679,85.33462957295042,163.96371767737614,"(225, 175)"
image_8.png,16,30,0,175.0,90.0,78.07861561598344,239.35983025797196,96.92138438401656,-149.35983025797196,178.0508737569251,"(175, 90)"
image_9.png,31,30,0,196.0,91.0,83.23522757687289,94.3479850159642,112.76477242312711,-3.3479850159641984,112.8144622967586,"(196, 91)"
image_10.png,50,30,0,240.0,240.0,291.3674839995517,225.3989871001069,-51.36748399955172,14.601012899893107,53.40232195464021,"(240, 240)."
image_11.png,23,30,0,215.0,104.0,49.57894889886235,124.80553574789998,165.42105110113766,-20.80553574789998,166.7243067616787,"(215, 104)"
image_12.png,22,30,0,175.0,270.0,117.74848879620237,371.83192346865394,57.251511203797634,-101.83192346865394,116.82241297133166,"(175, 270)"
image_13.png,7,30,0,375.0,175.0,337.1139056099949,361.8946618687683,37.8860943900051,-186.8946618687683,190.696016694554,"(375, 175)"
image_14.png,42,30,0,197.0,189.0,114.6533151315586,82.71269840963356,82.3466848684414,106.28730159036644,134.45433049249067,"(197, 189)"
image_15.png,48,30,0,140.0,120.0,181.25656243323596,212.48209193926184,-41.256562433235956,-92.48209193926184,101.26717767010975,"(140, 120). 

This is my best estimate of the coordinates of the larger circle in the image. I am confident in this answer because"
image_16.png,20,30,0,210.0,195.0,276.9013586627888,218.34895312768884,-66.90135866278882,-23.348953127688844,70.85877082680817,"(210, 195)"
image_17.png,16,30,0,310.0,230.0,297.9739533362862,169.38734960441136,12.026046663713828,60.612650395588645,61.79416789904752,"(310, 230)"
image_18.png,43,30,0,220.0,270.0,213.46550498903625,327.4122580994027,6.534495010963752,-57.41225809940272,57.78293004963268,"(220, 270). 

The image shows a scatter plot of 50 blue dots with one large blue dot at the bottom center. The image"
image_19.png,21,30,0,225.0,270.0,379.4995055225615,215.8912774654098,-154.4995055225615,54.108722534590214,163.70049193891043,"(225, 270)"
image_20.png,43,30,0,215.0,245.0,230.51519798785344,49.87558351376944,-15.51519798785344,195.12441648623056,195.74028527028935,"(215, 245)"
image_21.png,41,30,0,198.0,272.0,208.7876004532972,324.4381371493484,-10.787600453297188,-52.43813714934839,53.53625454992018,"(198, 272). 

The image appears to contain a number of circles with different sizes. The larger circle is located in the bottom left part"
image_22.png,21,30,0,220.0,130.0,155.9196139059667,332.92677997754373,64.08038609403329,-202.92677997754373,212.80407400708947,"(220, 130)"
image_23.png,6,30,0,287.0,119.0,354.34094889427814,48.008711387198005,-67.34094889427814,70.991288612802,97.84971362701032,"(287, 119)"
image_24.png,15,30,0,195.0,105.0,219.05107636578236,137.9732035880131,-24.051076365782365,-32.97320358801309,40.8128218726573,"(195, 105)"
image_25.png,39,30,0,197.0,83.0,148.26737618689236,20.01712231972421,48.73262381310764,62.98287768027579,79.63486362516387,"(197, 83)"
image_26.png,41,30,0,240.0,260.0,219.59656386499597,236.702887271888,20.40343613500403,23.297112728112012,30.9686239213425,"(240, 260)"
image_27.png,20,30,0,215.0,104.0,160.7136302230231,321.80723933036995,54.2863697769769,-217.80723933036995,224.47049571888002,"(215, 104)"
image_28.png,13,30,0,260.0,135.0,117.41830923189684,180.18619504732288,142.58169076810316,-45.18619504732288,149.5704876141871,"(260, 135)"
image_29.png,3,30,0,250.0,230.0,364.3435095066134,227.7790038635385,-114.34350950661337,2.2209961364615083,114.36507766852239,"(250, 230)"
image_30.png,1,30,0,210.0,265.0,145.56734849329334,224.8280511114268,64.43265150670666,40.17194888857321,75.92991543318645,"(210, 265)"
image_31.png,34,30,0,210.0,215.0,196.49016618678488,49.62445730428134,13.509833813215124,165.37554269571865,165.92644675145718,"(210, 215)"
image_32.png,43,30,0,250.0,275.0,190.76055044074465,340.0669700762676,59.23944955925535,-65.06697007626758,87.99444856915383,"(250, 275)."
image_33.png,42,30,0,235.0,114.0,82.97685981406828,52.32032441926432,152.0231401859317,61.67967558073568,164.05918911093107,"(235, 114)"
image_34.png,26,30,0,190.0,75.0,39.74432906517328,256.8752997765341,150.25567093482672,-181.87529977653412,235.91394896631078,"(190, 75)"
image_35.png,38,30,0,186.0,186.0,134.61666064715692,339.9703380925297,51.38333935284308,-153.9703380925297,162.31793670256326,"(186, 186)"
image_36.png,43,30,0,230.0,270.0,156.46374699583052,308.70781693466364,73.53625300416948,-38.70781693466364,83.10159804564927,"(230, 270)."
image_37.png,14,30,0,240.0,215.0,152.08271305922307,32.2106977877834,87.91728694077693,182.7893022122166,202.83337581930633,"(240, 215)"
image_38.png,36,30,0,350.0,290.0,77.54728143499261,355.0380015304221,272.4527185650074,-65.0380015304221,280.10788188934333,"(350, 290)."
image_39.png,18,30,0,275.0,225.0,304.213116444811,203.8710610963672,-29.21311644481102,21.128938903632786,36.05326936092669,"(275, 225)."
