filename,num_distractors,size,colourbin,selected_x,selected_y,actual_center_x,actual_center_y,error_x,error_y,euclidean_error,selected_response
image_0.png,14,20,0,198.0,198.0,114.96108234352708,95.373659020255,83.03891765647292,102.626340979745,132.0137406047165,"(198, 198)"
image_1.png,81,20,0,200.0,200.0,286.609929625232,72.76614264200893,-86.60992962523198,127.23385735799107,153.91469834905715,"(200, 200)"
image_2.png,60,20,0,187.0,183.0,224.18050196954724,93.39059646265838,-37.18050196954724,89.60940353734162,97.01667345887324,"(187, 183)"
image_3.png,75,20,0,202.0,193.0,374.646989527261,271.9385077099288,-172.64698952726098,-78.93850770992879,189.83748574055824,"(202, 193)"
image_4.png,16,20,0,187.0,195.0,69.30754377938393,79.35977558976732,117.69245622061607,115.64022441023268,164.99750226258155,"(187, 195)"
image_5.png,10,20,0,73.0,231.0,21.65489220964072,362.8521919954823,51.34510779035928,-131.85219199548231,141.49671596195137,"( 73, 231)"
image_6.png,37,20,0,192.0,208.0,243.39802228930932,101.93328226887346,-51.398022289309324,106.06671773112654,117.86392707485531,"(192, 208)"
image_7.png,8,20,0,230.0,335.0,388.8469266071983,282.732731438692,-158.84692660719833,52.267268561308015,167.22503836271812,"(230, 335)"
image_8.png,10,20,0,239.0,235.0,251.05158054456797,219.2180550526268,-12.051580544567969,15.781944947373205,19.857250059968724,"(239, 235)"
image_9.png,20,20,0,184.0,174.0,194.04692718058175,88.12069912696471,-10.046927180581747,85.87930087303529,86.46499328753362,"(184, 174)"
image_10.png,17,20,0,197.0,196.0,242.7397497624483,72.4257733414831,-45.7397497624483,123.5742266585169,131.76765233767316,"(197, 196)"
image_11.png,61,20,0,230.0,340.0,104.18423322934224,221.9567540051988,125.81576677065776,118.0432459948012,172.52192641249314,"(230, 340)"
image_12.png,83,20,0,192.0,192.0,109.87029515166329,204.8446521289864,82.12970484833671,-12.84465212898641,83.12805487192384,"(192, 192)."
image_13.png,63,20,0,199.0,193.0,102.12890361876931,252.19512069601905,96.87109638123069,-59.195120696019046,113.52564304296165,"(199, 193)"
image_14.png,89,20,0,195.0,195.0,225.5722161311153,64.71466577690211,-30.57221613111531,130.2853342230979,133.82424560890283,"(195, 195)"
image_15.png,26,20,0,192.0,192.0,183.44659497763396,139.84288776921818,8.553405022366036,52.15711223078182,52.85380869654529,"(192, 192). 

The image provided contains a single '2' numeral, positioned near the center of the image. To estimate the center"
image_16.png,61,20,0,203.0,173.0,367.330640034269,279.42673270260286,-164.33064003426898,-106.42673270260286,195.78357614423064,"(203, 173)"
image_17.png,29,20,0,198.0,198.0,150.6465000991453,27.18159063700852,47.3534999008547,170.81840936299147,177.26049455578865,"(198, 198)"
image_18.png,32,20,0,193.0,199.0,98.88987265536385,335.72212747993353,94.11012734463615,-136.72212747993353,165.98089110335212,"(193, 199)"
image_19.png,87,20,0,230.0,230.0,232.82042348269223,21.33856366712392,-2.8204234826922345,208.66143633287606,208.68049693519663,"(230, 230). 

This is an estimate based on the image provided. The image shows a large number of 5s and one "
image_20.png,10,20,0,188.0,189.0,31.6153690507431,369.6996658797482,156.3846309492569,-180.69966587974818,238.9738940683436,"(188, 189)"
image_21.png,37,20,0,196.0,193.0,256.4774127163423,98.38173841209483,-60.477412716342315,94.61826158790517,112.29484794406221,"(196, 193)"
image_22.png,41,20,0,219.0,217.0,78.6161028406867,234.1392496594892,140.3838971593133,-17.139249659489195,141.4262792430281,"(219, 217)"
image_23.png,99,20,0,196.0,196.0,46.004356948633536,202.2659938143592,149.99564305136647,-6.265993814359206,150.12646539792553,"(196, 196)"
image_24.png,64,20,0,196.0,196.0,115.76093624968736,34.95355006250446,80.23906375031264,161.04644993749554,179.9285035479287,"(196, 196)"
image_25.png,46,20,0,196.0,196.0,139.0027623154193,235.89519371869525,56.99723768458071,-39.89519371869525,69.57234785117438,"(196, 196)."
image_26.png,2,20,0,200.0,170.0,349.87906980309907,129.65600464794562,-149.87906980309907,40.34399535205438,155.21396047394973,"(200, 170)"
image_27.png,92,20,0,202.0,198.0,100.22355538837932,226.82793742145293,101.77644461162068,-28.82793742145293,105.78040770273812,"(202, 198)"
image_28.png,91,20,0,194.0,200.0,166.75601599347613,45.86997519067827,27.243984006523874,154.13002480932172,156.51932536357884,"(194, 200)"
image_29.png,38,20,0,200.0,150.0,50.43038106789238,219.99876106639536,149.56961893210763,-69.99876106639536,165.1390246378069,"(200, 150)"
image_30.png,32,20,0,197.0,197.0,237.7497808680379,381.9752082561727,-40.7497808680379,-184.97520825617272,189.41059186383313,"(197, 197)"
image_31.png,72,20,0,223.0,220.0,299.3954234787868,372.78261936074256,-76.39542347878682,-152.78261936074256,170.81800112175742,"(223, 220)"
image_32.png,75,20,0,198.0,198.0,196.07583084787677,210.94692490908707,1.924169152123227,-12.946924909087073,13.08912875356958,"(198, 198)"
image_33.png,39,20,0,155.0,210.0,69.40603633343983,32.120941485859376,85.59396366656017,177.87905851414064,197.40133250317612,"(155, 210)"
image_34.png,58,20,0,201.0,201.0,324.55789120155976,358.4387869703816,-123.55789120155976,-157.4387869703816,200.13376556913548,"(201, 201)"
image_35.png,87,20,0,215.0,200.0,118.067881102793,245.50231306647345,96.932118897207,-45.50231306647345,107.08079271420078,"(215, 200)"
image_36.png,53,20,0,194.0,194.0,124.80153648025184,43.35601644510256,69.19846351974816,150.64398355489743,165.77707059416306,"(194, 194)"
image_37.png,78,20,0,195.0,195.0,161.90503114348482,32.41301916812306,33.09496885651518,162.58698083187693,165.92107551374787,"(195, 195)"
image_38.png,5,20,0,198.0,83.0,124.9543125716177,97.94198041206582,73.0456874283823,-14.941980412065817,74.558267351914,"(198, 83)"
image_39.png,75,20,0,234.0,244.0,84.43938231688966,239.95141758633076,149.56061768311034,4.048582413669237,149.6154048930583,"(234, 244)"
image_40.png,0,20,0,198.0,198.0,364.1189347763319,234.07784083084923,-166.1189347763319,-36.077840830849226,169.99150299423587,"(198, 198)"
image_41.png,65,20,0,192.0,192.0,286.04367375145523,182.98597884467003,-94.04367375145523,9.01402115532997,94.47467994155303,"(192, 192)"
image_42.png,80,20,0,193.0,198.0,135.5567006007093,36.4007408813909,57.44329939929071,161.5992591186091,171.5052570435085,"(193, 198)"
image_43.png,17,20,0,188.0,264.0,57.672197494060136,290.58958431692,130.32780250593987,-26.589584316920025,133.01256369296047,"(188, 264)"
image_44.png,55,20,0,222.0,228.0,50.29894153014092,306.1884885156646,171.70105846985908,-78.18848851566457,188.66555916762914,"(222, 228)"
image_45.png,68,20,0,242.0,243.0,310.9987455873647,56.46700450124908,-68.99874558736468,186.53299549875092,198.88535718440136,"(242, 243)"
image_46.png,14,20,0,223.0,244.0,66.43229774886265,179.17366986492314,156.56770225113735,64.82633013507686,169.45765980616744,"(223, 244)"
image_47.png,89,20,0,223.0,266.0,180.69594376196105,174.65497608171208,42.30405623803895,91.34502391828792,100.6655182712718,"(223, 266)"
image_48.png,21,20,0,250.0,250.0,295.7903964989353,328.4334181881374,-45.79039649893531,-78.43341818813741,90.82159159695975,"(250, 250). 

The image is 400x400 pixels, so the centre is at (200, 200). The 2"
image_49.png,26,20,0,195.0,250.0,230.90113178344512,76.55110042024901,-35.90113178344512,173.448899579751,177.12541327759502,"(195, 250)"
image_50.png,43,20,0,193.0,193.0,199.63415308190451,243.71110135783596,-6.634153081904515,-50.71110135783596,51.14320862088001,"(193, 193)"
image_51.png,39,20,0,221.0,223.0,73.72735965385462,386.013634266648,147.27264034614538,-163.013634266648,219.6876772860635,"(221, 223)"
image_52.png,13,20,0,199.0,344.0,121.15994897957488,327.3292348001977,77.84005102042512,16.670765199802304,79.60520055379124,"(199, 344)"
image_53.png,85,20,0,200.0,200.0,233.1395615962325,365.35088303717873,-33.13956159623251,-165.35088303717873,168.63909708002248,"(200, 200)"
image_54.png,89,20,0,240.0,340.0,335.0124516693974,222.70451267945464,-95.01245166939742,117.29548732054536,150.94898912544528,"(240, 340)"
image_55.png,63,20,0,230.0,230.0,233.4951817531748,282.8511468518805,-3.4951817531747906,-52.851146851880515,52.966593424976516,"(230, 230)"
image_56.png,78,20,0,240.0,340.0,232.67186476547815,387.1479593584446,7.328135234521852,-47.14795935844461,47.7140612155472,"(240, 340)"
image_57.png,77,20,0,240.0,225.0,197.28763268513413,95.55131388421486,42.71236731486587,129.44868611578514,136.31327396384802,"(240, 225)"
image_58.png,6,20,0,235.0,195.0,368.048499481765,107.1876493206632,-133.04849948176502,87.8123506793368,159.41427836357713,"(235, 195)"
image_59.png,97,20,0,190.0,200.0,262.180262229827,254.8345331884393,-72.18026222982701,-54.83453318843931,90.64665622934275,"(190, 200)"
image_60.png,77,20,0,198.0,198.0,75.6065461600163,144.27208112783617,122.3934538399837,53.727918872163826,133.6669248887474,"(198, 198)"
image_61.png,25,20,0,197.0,202.0,48.2973692517897,196.74625014610237,148.7026307482103,5.253749853897631,148.79541081285373,"(197, 202)"
image_62.png,57,20,0,199.0,198.0,146.23052123363792,80.87812446620231,52.769478766362084,117.12187553379769,128.46070067467303,"(199, 198)"
image_63.png,19,20,0,210.0,300.0,311.10902378812256,326.5223391099244,-101.10902378812256,-26.522339109924417,104.52975252648865,"(210, 300)"
image_64.png,98,20,0,211.0,213.0,182.6947384125765,72.63073258085007,28.3052615874235,140.36926741914993,143.19468938938098,"(211, 213)"
image_65.png,21,20,0,191.0,286.0,342.446167053383,322.4286115094964,-151.44616705338302,-36.42861150949642,155.76580257447722,"(191, 286)"
image_66.png,50,20,0,199.0,199.0,292.3881916399398,57.06328345540535,-93.3881916399398,141.93671654459465,169.90404892538237,"(199, 199)"
