filename,num_distractors,size,colourbin,selected_x,selected_y,actual_center_x,actual_center_y,error_x,error_y,euclidean_error,selected_response
image_0.png,3,20,0,195.0,195.0,103.56912073771402,63.7453369825044,91.43087926228598,131.2546630174956,159.96059591821682,"(195, 195)"
image_1.png,28,20,0,202.0,222.0,116.15608771119052,339.595521259729,85.84391228880948,-117.59552125972903,145.59493087809136,"(202, 222)"
image_2.png,81,20,0,205.0,215.0,86.18839646706908,152.3394362794539,118.81160353293092,62.660563720546094,134.32253489211325,"(205, 215)"
image_3.png,13,20,0,150.0,340.0,147.9070785511372,348.015355596329,2.0929214488627963,-8.015355596329016,8.284095939009447,"(150, 340)"
image_4.png,51,20,0,198.0,198.0,126.7458793891734,230.8280112556348,71.2541206108266,-32.828011255634806,78.45271204376755,"(198, 198)"
image_5.png,45,20,0,199.0,234.0,66.02538277437262,211.7808682602313,132.97461722562738,22.2191317397687,134.81816881107426,"(199, 234)."
image_6.png,83,20,0,199.0,199.0,301.6679119795912,283.4774884965725,-102.66791197959122,-84.4774884965725,132.9554294225611,"(199, 199)"
image_7.png,20,20,0,201.0,241.0,244.03718426423308,329.5035285436405,-43.037184264233076,-88.50352854364053,98.41277251489537,"(201, 241)"
image_8.png,95,20,0,190.0,210.0,87.38170672182547,214.58245516187077,102.61829327817453,-4.582455161870769,102.72055787735967,"(190, 210)"
image_9.png,67,20,0,197.0,193.0,241.7006724455032,73.03605582086429,-44.70067244550319,119.96394417913571,128.02147483955557,"(197, 193)"
image_10.png,0,20,0,222.0,222.0,243.14294217641304,315.8363662311811,-21.142942176413044,-93.8363662311811,96.18881240220969,"(222, 222)"
image_11.png,41,20,0,198.0,198.0,66.83514317675133,277.37521717481854,131.16485682324867,-79.37521717481854,153.3122459786332,"(198, 198)"
image_12.png,21,20,0,193.5,173.5,316.59815265871924,58.69830748536802,-123.09815265871924,114.80169251463198,168.32285582241485,"(193.5, 173.5)"
image_13.png,8,20,0,199.0,94.0,202.56861403941795,62.2756323444486,-3.5686140394179517,31.724367655551397,31.924450023562294,"(199, 94)"
image_14.png,36,20,0,200.0,300.0,29.76809419377889,333.7444614493366,170.2319058062211,-33.7444614493366,173.54420310953606,"(200, 300)"
image_15.png,38,20,0,195.0,195.0,183.34014592409477,207.6690198289441,11.65985407590523,-12.669019828944101,17.217905229660854,"(195, 195)"
image_16.png,65,20,0,192.0,192.0,258.4372817860343,183.44659497763396,-66.4372817860343,8.553405022366036,66.9856189685037,"(192, 192)"
image_17.png,96,20,0,202.0,199.0,179.67132777114264,78.71687951745865,22.328672228857357,120.28312048254135,122.33805081217088,"(202, 199)"
image_18.png,53,20,0,180.0,360.0,68.7391802758259,377.863051429992,111.2608197241741,-17.863051429992026,112.68566285062936,"(180, 360)"
image_19.png,52,20,0,194.0,266.0,143.1677167999525,315.68444975447903,50.8322832000475,-49.68444975447903,71.08069753973426,"(194, 266)"
image_20.png,11,20,0,198.0,198.0,242.14350583305492,203.94022639681864,-44.14350583305492,-5.940226396818645,44.54138970528888,"(198, 198)"
image_21.png,17,20,0,210.0,220.0,168.19336625291214,183.37883135508127,41.80663374708786,36.621168644918725,55.57791484198309,"(210, 220)"
image_22.png,36,20,0,200.0,30.0,58.93846479889248,40.05393412594722,141.06153520110752,-10.053934125947222,141.41937033059574,"(200, 30)"
image_23.png,13,20,0,192.0,69.0,146.80070392711713,43.078019206307445,45.19929607288287,25.921980793692555,52.10494653823849,"(192, 69)"
image_24.png,75,20,0,201.0,199.0,320.0038092597812,54.15991978287876,-119.00380925978118,144.84008021712123,187.45814320973227,"(201, 199)"
image_25.png,18,20,0,201.0,211.0,190.40376314229184,338.9247599137112,10.596236857708163,-127.92475991371123,128.36286236495863,"(201, 211)"
image_26.png,76,20,0,240.0,240.0,216.52326272387347,340.7835048252906,23.476737276126528,-100.7835048252906,103.48174736639136,"(240, 240)"
image_27.png,12,20,0,193.0,194.0,275.0262668926022,202.39444626187392,-82.02626689260222,-8.394446261873924,82.45468566661266,"(193, 194)"
image_28.png,2,20,0,200.0,200.0,255.6063285569637,247.86514114179712,-55.60632855696369,-47.865141141797125,73.36985424620356,"(200, 200)"
image_29.png,19,20,0,201.0,206.0,150.0738182537738,369.0580461950437,50.926181746226206,-163.0580461950437,170.82564917539364,"(201, 206)"
image_30.png,18,20,0,200.0,360.0,129.41591184357773,380.8792755479769,70.58408815642227,-20.879275547976874,73.60745647203098,"(200, 360)"
image_31.png,41,20,0,193.0,194.0,388.932379421389,353.8000226311255,-195.932379421389,-159.8000226311255,252.83501446325695,"(193, 194)"
image_32.png,56,20,0,200.0,280.0,94.04748642545186,354.628518275322,105.95251357454814,-74.628518275322,129.59687832943692,"(200, 280)"
image_33.png,10,20,0,250.0,250.0,240.39112239422636,162.87959306390258,9.608877605773642,87.12040693609742,87.64870697023403,"(250, 250)"
image_34.png,34,20,0,220.0,220.0,186.7032955667359,164.8749032373965,33.2967044332641,55.125096762603505,64.40067405860398,"(220, 220)"
