filename,num_distractors,size,colourbin,selected_x,selected_y,actual_center_x,actual_center_y,error_x,error_y,euclidean_error,selected_response
image_0.png,7,25,0,180.0,240.0,116.19842109249691,96.89599996043648,63.801578907503085,143.10400003956352,156.68246965890518,"(180, 240) The larger circle appears to be centered at approximately 180 pixels from the left edge and 240 pixels from the top edge"
image_1.png,6,25,0,65.0,80.0,49.77685037046535,329.4416514644288,15.223149629534653,-249.4416514644288,249.9057457721706,"(65, 80). The larger circle is located near the center of the image, but slightly towards the left side."
image_2.png,29,25,0,60.0,20.0,149.64998666635637,151.6424102510388,-89.64998666635637,-131.6424102510388,159.26972181171374,"(60, 20) 

The larger circle is located near the top left of the image. It is the first circle from the left and second"
image_3.png,4,25,0,360.0,30.0,333.9641865945206,40.1443628335234,26.035813405479416,-10.144362833523402,27.942291906411555,"(360, 30). The larger circle appears to be located near the top-right corner of the image."
image_4.png,26,25,0,357.0,95.0,285.3307539237944,264.57829386675485,71.66924607620558,-169.57829386675485,184.1012726297436,"(357, 95) 

The larger circle appears to be located in the top right quadrant of the image. It is positioned approximately 357 pixels"
image_5.png,18,25,0,260.0,170.0,281.0605397092022,89.58999884197621,-21.060539709202203,80.41000115802379,83.12228713814527,"(260, 170). 

The larger circle appears to be located approximately at the coordinates (260, 170) on the image. This estimate"
image_6.png,42,25,0,192.0,357.0,136.02757682114566,335.72147090628164,55.97242317885434,21.27852909371836,59.88061419946333,"(192, 357) The larger circle appears to be located near the center of the image, slightly towards the bottom. Based on the image,"
image_7.png,2,25,0,93.0,85.0,367.4803704367058,88.0118541800435,-274.4803704367058,-3.0118541800434997,274.4968943734575,"(93, 85). 

The larger circle appears to be positioned near the top left of the image, and its center seems to be approximately "
image_8.png,16,25,0,380.0,25.0,76.25145590450634,239.9496914743721,303.7485440954937,-214.9496914743721,372.1109349442177,"(380, 25). The larger circle appears to be located near the top right corner of the image, with its center approximately 25 pixels from"
image_9.png,31,25,0,74.0,202.0,81.48534679124019,92.76464419195278,-7.48534679124019,109.23535580804722,109.49152193250309,"(74, 202) 

The larger circle appears to be located near the center of the image, but slightly offset to the left and upwards."
image_10.png,50,25,0,270.0,70.0,292.7367514709347,225.7796258713619,-22.736751470934678,-155.7796258713619,157.43014865035394,"(270, 70) 

The larger circle appears to be located near the top right of the image, approximately one quarter from the right edge and"
image_11.png,23,25,0,67.0,28.0,47.32468246546655,123.67864323186032,19.67531753453345,-95.67864323186032,97.68070889778764,"(67, 28) 

The larger circle appears to be positioned approximately 67 pixels from the left edge and 28 pixels from the top edge"
image_12.png,43,25,0,345.0,665.0,349.63183912818386,253.9479866333753,-4.631839128183856,411.0520133666247,411.0781089117556,"(345, 665) 

The larger circle is located in the bottom right quadrant of the image. Given the size of the image (400x"
image_13.png,21,25,0,310.0,52.0,303.97140605471606,42.20131810870038,6.028593945283944,9.798681891299623,11.504699551226768,"(310, 52). The larger circle appears to be located near the top right of the image."
image_14.png,43,25,0,270.0,30.0,307.73703200746513,254.87124547106683,-37.73703200746513,-224.87124547106683,228.01570258304852,"(270, 30). The larger circle appears to be located near the top right of the image, roughly 270 pixels from the left edge and"
image_15.png,46,25,0,340.0,50.0,174.15116412128398,384.4240664044181,165.84883587871602,-334.4240664044181,373.2898238002102,"(340, 50) 

The larger circle appears to be located near the top-right corner of the image. Based on the provided information and visual"
image_16.png,32,25,0,35.0,17.0,28.74495254364234,28.24545242671704,6.255047456357659,-11.24545242671704,12.86801534669751,"(35, 17). 

The larger circle appears to be located near the top left of the image. Based on the provided information, it seems"
image_17.png,36,25,0,365.0,20.0,288.9107295450667,330.4990803369086,76.08927045493328,-310.4990803369086,319.6861835745017,"(365, 20) 

The larger circle appears to be located near the top right of the image. The x-coordinate is estimated to be around"
image_18.png,8,25,0,200.0,150.0,121.50063562933477,317.6303806443355,78.49936437066523,-167.6303806443355,185.10022885335198,"(200, 150) 

The larger circle appears to be positioned approximately at the center of the image, with its center slightly offset towards the top"
image_19.png,11,25,0,180.0,360.0,190.13576060355192,330.1294972668651,-10.135760603551915,29.870502733134913,31.543312707176707,"(180, 360). 

The larger circle appears to be located at approximately (180, 360) based on its position relative to the other"
image_20.png,15,25,0,262.0,252.0,275.9037970466997,161.49544226664756,-13.903797046699708,90.50455773335244,91.56631773106058,"(262, 252) The larger circle appears to be positioned slightly below the center of the image and closer to the right edge. It is situated"
